id,user_id,skill_id,certificationName,certificationFile,create_at,issued_date,expiry_date,status
35,367,824,Snowflake Certified SnowPro,graphicdesigncertifications.net,2024-01-17,2022-07-17,8/17/2022,Not Approved
36,475,882,Oracle Certified Professional,zendphpecertifiedengineer.org,2023-05-07,2011-10-12,7/26/2012,Not Approved
37,831,304,Azure Data Engineer Associate,snowprocorecertification.net,2024-03-25,2015-04-23,7/11/2015,Approved
38,797,155,Toastmasters International Certifications Professional Presentation Skills,presentationdesigncertification.org,2024-02-28,2010-10-12,7/8/2011,Approved
39,815,376,Presentation Design Certification,zendphpecertifiedengineer.org,2023-05-18,2022-11-09,7/29/2023,Not Approved
40,916,995,PHP Certification,oraclejavaprofessional.com,2023-08-24,2022-11-19,7/11/2023,Approved
41,190,533,Java SE Programmer,phpcertification.net,2024-01-14,2010-11-22,1/17/2011,Approved
42,706,244,Project Management Professional (PMP) Certification,pmpprofessionalcertification.net,2023-07-11,2015-02-10,10/13/2015,pending
43,515,915,Graphic Design Certifications,certifiedpythondeveloper.org,2023-05-31,2018-07-22,9/24/2018,Approved
44,213,561,Python Institute Certifications,professionalpresentationskills.org,2023-09-01,2023-06-03,3/10/2024,Approved
45,344,381,Java Certification (offered by Oracle),pythoninstitutecertifications.com,2024-01-26,2012-10-24,4/27/2013,Approved
46,326,853,Zend Certified PHP Engineer,reactcertification.org,2023-08-25,2022-10-07,8/25/2023,Not Approved
47,562,47,React Certification,microsoftdataanalystassociate.net,2023-10-20,2022-06-19,6/12/2023,Approved
48,182,198,Zend Certified PHP Engineer,pmpprofessionalcertification.net,2023-09-04,2023-03-28,1/14/2024,pending
49,197,103,Java Certification (offered by Oracle),toastmastersinternationalcertifications.com,2023-12-04,2017-08-03,5/25/2018,Approved
50,11,310,Java Certification (offered by Oracle),powerbiexampractice.com,2024-02-02,2013-11-18,6/12/2014,Approved
51,75,368,Graphic Design Certifications,presentationdesigncertification.org,2024-03-06,2013-06-25,11/11/2013,pending
52,464,717,Azure Data Engineer Associate,oraclejavaprofessional.com,2023-05-06,2023-11-14,3/15/2024,Not Approved
53,301,228,Certified Python Developer,sqldeveloper-certification.org,2024-01-09,2021-07-21,8/29/2021,Approved
54,618,734,Analyzing and Visualizing Data with Microsoft Power BI,snowprocorecertification.net,2023-07-03,2024-01-23,4/13/2024,Not Approved
55,679,745,Presentation Design Certification,professionalpresentationskills.org,2023-08-12,2011-03-08,1/30/2012,Not Approved
56,355,450,Certified Python Developer,pmpprofessionalcertification.net,2023-06-13,2010-10-28,3/23/2011,Not Approved
57,592,640,Toastmasters International Certifications Professional Presentation Skills,phpcertification.net,2024-02-21,2013-08-20,10/5/2013,pending
58,513,163,Zend Certified PHP Engineer,certifiedscrummaster.org,2023-12-31,2012-05-03,1/24/2013,pending
59,25,162,React Certification,reactcertification.org,2023-10-11,2022-02-20,7/17/2022,Not Approved
60,593,237,Graphic Design Certifications,snowprocorecertification.net,2023-12-10,2018-01-02,7/4/2018,pending
61,16,125,Microsoft Certified: Data Analyst Associate,certifiedpythondeveloper.org,2023-04-09,2011-06-09,12/5/2011,Approved
62,138,545,Project Management Professional (PMP) Certification,pmpprofessionalcertification.net,2023-10-08,2013-07-27,5/19/2014,Not Approved
63,581,272,Certified ScrumMaster (CSM),pmpprofessionalcertification.net,2024-02-10,2011-02-28,7/17/2011,pending
64,963,339,Oracle Certified Professional,certifiedscrummaster.org,2024-03-07,2017-10-23,9/23/2018,Not Approved
65,241,688,Snowflake Certified SnowPro,zendphpecertifiedengineer.org,2024-01-15,2018-01-19,12/9/2018,Approved
66,838,412,Presentation Design Certification,presentationdesigncertification.org,2023-12-20,2012-03-20,9/14/2012,Not Approved
67,479,576,Java Certification (offered by Oracle),powerbiexampractice.com,2023-05-31,2011-11-24,10/4/2012,pending
68,701,134,Java Certification (offered by Oracle),pythoninstitutecertifications.com,2023-05-24,2011-08-14,2/26/2012,Not Approved
69,802,758,Toastmasters International Certifications Professional Presentation Skills,oraclejavacertification.org,2023-07-30,2016-02-01,10/19/2016,Not Approved
70,148,440,PHP Certification,oraclejavaprofessional.com,2024-03-08,2016-08-29,8/13/2017,Not Approved
71,760,717,React Certification,pmpprofessionalcertification.net,2023-10-23,2015-06-06,4/21/2016,pending
72,702,66,Presentation Design Certification,phpcertification.net,2023-06-24,2018-06-28,10/9/2018,Approved
73,238,854,Oracle Certified Professional,oraclejavaprofessional.com,2023-07-23,2019-04-28,8/10/2019,Approved
74,381,697,Microsoft Certified: Data Analyst Associate,snowflakecertifiedsnowpro.com,2023-09-19,2016-10-21,6/21/2017,Approved
75,326,189,Azure Data Engineer Associate,reactcertification.org,2023-08-06,2011-10-20,7/17/2012,pending
76,903,410,Graphic Design Certifications,pythoninstitutecertifications.com,2023-12-12,2010-12-18,4/21/2011,pending
77,157,359,Graphic Design Certifications,professionalpresentationskills.org,2023-05-16,2013-02-23,8/20/2013,Approved
78,475,648,SnowPro Core Certification,microsoftdataanalystassociate.net,2023-04-18,2016-08-24,7/10/2017,Approved
79,768,286,Azure Data Engineer Associate,reactcertification.org,2023-05-13,2012-01-14,11/30/2012,pending
80,744,148,Presentation Design Certification,reactcertification.org,2024-02-22,2023-01-21,5/28/2023,Not Approved
81,849,944,Certified ScrumMaster (CSM),snowprocorecertification.net,2023-06-22,2018-08-06,7/14/2019,Approved
82,905,698,Microsoft Certified: Data Analyst Associate,sqldeveloper-certification.org,2023-09-20,2012-12-19,9/20/2013,pending
83,474,77,Java SE Programmer,presentationdesigncertification.org,2023-05-18,2022-02-05,12/11/2022,Not Approved
84,9,234,Certified ScrumMaster (CSM),reactdevelopernanodegree.com,2023-05-13,2017-03-17,8/17/2017,Not Approved
85,695,745,PHP Certification,oraclejavacertification.org,2023-10-21,2014-09-06,3/18/2015,Approved
86,686,208,React Developer Nanodegree,zendphpecertifiedengineer.org,2023-04-11,2021-11-29,8/2/2022,Not Approved
87,825,691,Project Management Professional (PMP) Certification,phpcertification.net,2023-12-24,2014-07-25,4/23/2015,Not Approved
88,419,641,Project Management Professional (PMP) Certification,microsoftdataanalystassociate.net,2023-08-08,2011-10-10,9/1/2012,Approved
89,826,768,React Certification,toastmastersinternationalcertifications.com,2023-11-20,2019-04-02,12/28/2019,pending
90,535,222,PHP Certification,oraclejavaprofessional.com,2023-09-01,2018-02-07,3/8/2018,Approved
91,401,217,Certified Python Developer,snowflakecertifiedsnowpro.com,2023-12-22,2014-09-29,10/21/2014,Not Approved
92,619,663,Certified ScrumMaster (CSM),certifiedscrummaster.org,2023-09-22,2015-05-15,7/12/2015,Approved
93,968,587,React Developer Nanodegree,reactdevelopernanodegree.com,2023-12-09,2023-02-22,1/12/2024,pending
94,321,576,Project Management Professional (PMP) Certification,reactdevelopernanodegree.com,2023-05-28,2016-05-06,6/14/2016,Approved
95,234,129,Toastmasters International Certifications Professional Presentation Skills,pmpprofessionalcertification.net,2023-06-04,2011-08-03,1/24/2012,Approved
96,221,159,Presentation Design Certification,reactdevelopernanodegree.com,2024-02-28,2016-01-14,7/4/2016,Approved
97,580,554,Toastmasters International Certifications Professional Presentation Skills,zendphpecertifiedengineer.org,2023-10-22,2020-04-06,5/17/2020,Not Approved
98,941,96,SQL Developer Certification,oraclejavacertification.org,2024-03-16,2014-10-08,7/19/2015,Not Approved
99,356,228,Graphic Design Certifications,certifiedpythondeveloper.org,2023-06-08,2016-09-15,8/19/2017,pending
100,988,208,Presentation Design Certification,powerbiexampractice.com,2023-10-23,2015-08-26,7/30/2016,Approved
101,519,440,Snowflake Certified SnowPro,pythoninstitutecertifications.com,2024-01-08,2017-02-08,11/1/2017,pending
102,208,360,Java Certification (offered by Oracle),reactdevelopernanodegree.com,2023-06-14,2010-11-01,1/22/2011,pending
103,843,19,Java SE Programmer,professionalpresentationskills.org,2024-02-08,2022-05-01,6/1/2022,Approved
104,413,216,SQL Developer Certification,phpcertification.net,2024-01-05,2017-03-02,6/28/2017,pending
105,687,686,Certified ScrumMaster (CSM),snowflakecertifiedsnowpro.com,2023-08-09,2012-08-24,8/14/2013,Not Approved
106,235,192,Zend Certified PHP Engineer,pythoninstitutecertifications.com,2024-02-13,2017-09-20,2/7/2018,Approved
107,780,30,Java SE Programmer,toastmastersinternationalcertifications.com,2023-12-20,2018-04-22,6/5/2018,Approved
108,721,197,React Certification,oraclejavacertification.org,2024-02-17,2011-02-22,11/3/2011,Not Approved
109,521,664,Analyzing and Visualizing Data with Microsoft Power BI,powerbiexampractice.com,2023-06-29,2012-07-10,1/24/2013,Approved
110,919,760,Analyzing and Visualizing Data with Microsoft Power BI,microsoftdataanalystassociate.net,2024-02-06,2021-09-21,9/25/2021,Not Approved
111,299,528,SQL Developer Certification,reactcertification.org,2023-06-27,2017-02-22,3/9/2017,Not Approved
112,345,689,Microsoft Certified: Data Analyst Associate,phpcertification.net,2023-04-10,2015-03-07,10/9/2015,Approved
113,842,107,SQL Developer Certification,powerbiexampractice.com,2024-01-21,2012-09-03,12/12/2012,Approved
114,409,955,PHP Certification,oraclejavacertification.org,2023-10-15,2022-04-11,7/26/2022,pending
115,355,422,Graphic Design Certifications,microsoftdataanalystassociate.net,2023-11-11,2023-02-17,3/12/2023,Approved
116,237,227,Azure Data Engineer Associate,professionalpresentationskills.org,2024-03-14,2017-12-13,10/26/2018,pending
117,74,73,Zend Certified PHP Engineer,phpcertification.net,2023-07-27,2013-11-09,7/2/2014,pending
118,586,457,Certified Python Developer,pythoninstitutecertifications.com,2023-08-21,2017-08-17,11/28/2017,pending
119,653,66,Python Institute Certifications,oraclejavaprofessional.com,2023-08-07,2015-03-14,10/26/2015,Not Approved
120,590,248,Graphic Design Certifications,microsoftdataanalystassociate.net,2023-11-04,2022-09-10,4/2/2023,Approved
121,325,82,Microsoft Certified: Data Analyst Associate,snowprocorecertification.net,2023-11-02,2013-05-02,2/20/2014,Not Approved
122,292,996,Presentation Design Certification,certifiedpythondeveloper.org,2023-10-15,2014-06-05,11/22/2014,pending
123,271,825,Python Institute Certifications,powerbiexampractice.com,2023-05-02,2020-05-01,1/12/2021,pending
124,661,174,Zend Certified PHP Engineer,graphicdesigncertifications.net,2023-06-16,2019-03-27,9/21/2019,Not Approved
125,902,427,SQL Developer Certification,professionalpresentationskills.org,2023-12-20,2021-06-25,7/31/2021,pending
126,4,955,Analyzing and Visualizing Data with Microsoft Power BI,zendphpecertifiedengineer.org,2023-11-23,2022-04-25,4/4/2023,Approved
127,449,39,React Certification,microsoftdataanalystassociate.net,2023-09-27,2022-09-13,7/18/2023,Approved
128,581,816,Snowflake Certified SnowPro,powerbiexampractice.com,2023-04-12,2011-01-25,2/3/2011,Not Approved
129,963,998,Oracle Certified Professional,reactdevelopernanodegree.com,2023-06-02,2021-10-26,2/9/2022,pending
130,988,143,React Developer Nanodegree,graphicdesigncertifications.net,2024-02-04,2018-01-18,3/15/2018,pending
131,207,779,Certified Python Developer,sqldeveloper-certification.org,2023-04-17,2017-10-21,12/30/2017,Not Approved
132,432,717,SnowPro Core Certification,reactcertification.org,2024-02-27,2011-09-15,5/22/2012,Approved
133,361,972,Java SE Programmer,pmpprofessionalcertification.net,2023-08-30,2013-08-01,7/28/2014,Not Approved
134,933,675,Graphic Design Certifications,microsoftdataanalystassociate.net,2023-09-12,2013-03-12,10/12/2013,pending
135,808,773,Presentation Design Certification,zendphpecertifiedengineer.org,2023-10-21,2020-09-07,8/2/2021,Not Approved
136,14,912,Zend Certified PHP Engineer,oraclejavaprofessional.com,2023-07-26,2016-06-07,6/15/2016,Approved
137,126,815,Certified ScrumMaster (CSM),certifiedpythondeveloper.org,2023-06-17,2014-08-23,1/29/2015,Not Approved
138,608,901,Java SE Programmer,powerbiexampractice.com,2024-03-29,2011-10-07,10/8/2011,Approved
139,718,64,Certified ScrumMaster (CSM),oraclejavaprofessional.com,2023-10-12,2012-09-30,5/18/2013,Approved
140,37,906,Python Institute Certifications,presentationdesigncertification.org,2023-05-19,2021-04-06,6/22/2021,Not Approved
141,586,777,Toastmasters International Certifications Professional Presentation Skills,certifiedpythondeveloper.org,2023-08-30,2014-12-06,11/24/2015,pending
142,275,173,SnowPro Core Certification,reactcertification.org,2023-07-08,2015-07-21,1/6/2016,Approved
143,929,442,Java Certification (offered by Oracle),powerbiexampractice.com,2023-07-12,2016-05-29,12/13/2016,Not Approved
144,177,116,Java Certification (offered by Oracle),certifiedscrummaster.org,2023-05-15,2016-04-01,7/24/2016,Not Approved
145,158,713,React Certification,reactdevelopernanodegree.com,2023-10-22,2013-03-15,7/17/2013,Not Approved
146,921,459,Java Certification (offered by Oracle),oraclejavacertification.org,2024-03-20,2014-11-22,12/7/2014,pending
147,843,988,Oracle Certified Professional,snowprocorecertification.net,2023-08-14,2014-11-12,9/19/2015,pending
148,307,459,Project Management Professional (PMP) Certification,oraclejavaprofessional.com,2023-12-18,2012-10-05,6/11/2013,pending
149,281,290,Java SE Programmer,presentationdesigncertification.org,2023-08-18,2018-01-31,9/10/2018,Not Approved
150,446,178,PHP Certification,snowflakecertifiedsnowpro.com,2023-12-21,2020-08-30,9/24/2020,Not Approved
151,141,434,SnowPro Core Certification,oraclejavacertification.org,2023-06-25,2017-04-23,5/14/2017,pending
152,682,708,Azure Data Engineer Associate,graphicdesigncertifications.net,2023-05-01,2023-10-08,8/27/2024,pending
153,376,337,Toastmasters International Certifications Professional Presentation Skills,phpcertification.net,2023-11-24,2016-09-05,10/16/2016,Approved
154,385,147,Azure Data Engineer Associate,reactdevelopernanodegree.com,2024-02-03,2014-08-02,12/2/2014,Approved
155,982,665,Java Certification (offered by Oracle),reactdevelopernanodegree.com,2023-09-15,2021-07-03,4/12/2022,Not Approved
156,594,186,Certified ScrumMaster (CSM),professionalpresentationskills.org,2023-09-18,2015-05-29,8/14/2015,Not Approved
157,339,836,SQL Developer Certification,certifiedpythondeveloper.org,2023-09-07,2013-03-14,6/28/2013,Not Approved
158,904,499,React Developer Nanodegree,phpcertification.net,2023-04-16,2024-02-26,3/12/2024,Not Approved
159,751,42,Zend Certified PHP Engineer,snowprocorecertification.net,2023-04-28,2013-01-30,4/9/2013,pending
160,819,111,Zend Certified PHP Engineer,snowprocorecertification.net,2023-07-11,2011-05-02,8/15/2011,pending
161,476,206,Python Institute Certifications,certifiedscrummaster.org,2023-09-21,2017-10-30,8/11/2018,pending
162,405,843,Certified ScrumMaster (CSM),reactcertification.org,2023-08-10,2023-09-16,10/6/2023,Not Approved
163,157,839,Java Certification (offered by Oracle),certifiedpythondeveloper.org,2023-09-15,2017-07-04,10/11/2017,pending
164,618,997,Java SE Programmer,professionalpresentationskills.org,2023-12-21,2017-08-14,6/1/2018,pending
165,269,34,Java SE Programmer,pmpprofessionalcertification.net,2023-12-23,2022-06-23,12/2/2022,Not Approved
166,551,159,Azure Data Engineer Associate,pythoninstitutecertifications.com,2023-11-09,2014-12-11,1/12/2015,Not Approved
167,111,282,SQL Developer Certification,oraclejavaprofessional.com,2023-06-10,2014-01-20,9/26/2014,Not Approved
168,46,934,Java SE Programmer,presentationdesigncertification.org,2024-01-31,2013-03-22,10/2/2013,Not Approved
169,566,232,Graphic Design Certifications,reactdevelopernanodegree.com,2023-08-16,2012-09-22,2/6/2013,Not Approved
170,792,759,React Certification,powerbiexampractice.com,2023-10-20,2016-03-26,5/15/2016,Not Approved
171,243,212,Oracle Certified Professional,oraclejavacertification.org,2023-09-17,2019-10-03,11/16/2019,Not Approved
172,539,367,PHP Certification,toastmastersinternationalcertifications.com,2023-08-07,2022-08-07,2/12/2023,Approved
173,722,692,Certified Python Developer,certifiedscrummaster.org,2023-10-22,2015-04-12,1/22/2016,pending
174,968,202,Presentation Design Certification,oraclejavaprofessional.com,2023-11-15,2019-03-06,1/24/2020,Approved
175,50,663,Project Management Professional (PMP) Certification,pythoninstitutecertifications.com,2024-03-10,2021-06-10,9/18/2021,Approved
176,654,792,Oracle Certified Professional,microsoftdataanalystassociate.net,2024-01-30,2023-11-25,10/2/2024,pending
177,77,727,Python Institute Certifications,sqldeveloper-certification.org,2023-09-23,2015-10-21,8/21/2016,Not Approved
178,340,952,Analyzing and Visualizing Data with Microsoft Power BI,phpcertification.net,2023-04-26,2011-07-26,1/14/2012,pending
179,896,512,Graphic Design Certifications,sqldeveloper-certification.org,2023-05-29,2020-07-29,4/29/2021,pending
180,522,762,Graphic Design Certifications,phpcertification.net,2023-11-04,2024-01-13,2/18/2024,pending
181,3,726,React Developer Nanodegree,oraclejavacertification.org,2023-10-28,2012-12-17,3/21/2013,Approved
182,974,694,Toastmasters International Certifications Professional Presentation Skills,snowflakecertifiedsnowpro.com,2024-03-06,2020-01-13,11/26/2020,Approved
183,481,436,Java Certification (offered by Oracle),professionalpresentationskills.org,2023-12-27,2022-08-31,6/6/2023,Not Approved
184,870,715,Graphic Design Certifications,powerbiexampractice.com,2023-11-01,2021-09-07,1/28/2022,pending
185,127,569,PHP Certification,pmpprofessionalcertification.net,2023-08-02,2019-08-06,2/16/2020,Approved
186,668,283,Python Institute Certifications,pmpprofessionalcertification.net,2024-03-21,2018-05-27,5/4/2019,Approved
187,341,727,Presentation Design Certification,professionalpresentationskills.org,2023-11-03,2015-07-24,5/18/2016,Not Approved
188,839,325,Project Management Professional (PMP) Certification,reactdevelopernanodegree.com,2023-07-12,2023-01-23,4/3/2023,Not Approved
189,52,198,Zend Certified PHP Engineer,microsoftdataanalystassociate.net,2024-02-09,2016-04-17,7/25/2016,pending
190,497,784,PHP Certification,zendphpecertifiedengineer.org,2024-02-09,2019-10-20,2/25/2020,pending
191,583,891,React Certification,presentationdesigncertification.org,2023-06-13,2015-11-03,8/22/2016,Not Approved
192,337,997,Zend Certified PHP Engineer,pythoninstitutecertifications.com,2023-11-03,2013-07-16,9/21/2013,Not Approved
193,594,421,React Certification,snowflakecertifiedsnowpro.com,2024-03-18,2016-05-24,5/8/2017,Approved
194,743,13,PHP Certification,professionalpresentationskills.org,2024-03-06,2021-11-08,5/23/2022,Not Approved
195,415,802,Project Management Professional (PMP) Certification,toastmastersinternationalcertifications.com,2023-10-21,2019-01-08,10/11/2019,Approved
196,239,730,Certified ScrumMaster (CSM),toastmastersinternationalcertifications.com,2023-09-17,2014-05-29,2/10/2015,Not Approved
197,522,49,PHP Certification,oraclejavaprofessional.com,2023-04-09,2023-03-28,12/28/2023,Not Approved
198,153,505,Java SE Programmer,pythoninstitutecertifications.com,2023-05-04,2021-11-18,5/3/2022,Not Approved
199,347,142,SnowPro Core Certification,professionalpresentationskills.org,2023-11-06,2012-07-31,12/22/2012,Approved
200,955,641,React Developer Nanodegree,sqldeveloper-certification.org,2024-02-07,2018-03-08,10/6/2018,Approved
201,982,711,Graphic Design Certifications,powerbiexampractice.com,2023-08-02,2015-09-30,5/30/2016,pending
202,997,791,Snowflake Certified SnowPro,presentationdesigncertification.org,2024-03-05,2012-05-08,3/9/2013,Approved
203,895,362,PHP Certification,zendphpecertifiedengineer.org,2023-12-06,2022-02-19,4/5/2022,Not Approved
204,818,805,React Developer Nanodegree,zendphpecertifiedengineer.org,2023-05-31,2010-09-30,5/21/2011,Approved
205,980,231,PHP Certification,powerbiexampractice.com,2023-10-16,2012-10-22,1/22/2013,Approved
206,109,744,Snowflake Certified SnowPro,oraclejavaprofessional.com,2023-12-10,2023-04-21,9/16/2023,Approved
207,449,903,PHP Certification,phpcertification.net,2023-10-20,2016-02-01,12/5/2016,pending
208,984,99,SQL Developer Certification,reactdevelopernanodegree.com,2023-05-11,2019-04-03,11/14/2019,Not Approved
209,202,436,Java Certification (offered by Oracle),microsoftdataanalystassociate.net,2023-12-22,2012-07-23,8/13/2012,pending
210,132,850,SQL Developer Certification,snowflakecertifiedsnowpro.com,2023-04-16,2018-08-22,6/13/2019,Approved
211,616,532,Java Certification (offered by Oracle),toastmastersinternationalcertifications.com,2024-02-15,2018-08-30,8/20/2019,pending
212,523,775,SQL Developer Certification,powerbiexampractice.com,2023-10-13,2020-12-20,6/3/2021,Not Approved
213,893,991,Project Management Professional (PMP) Certification,oraclejavaprofessional.com,2024-01-28,2017-05-03,2/12/2018,pending
214,908,919,Oracle Certified Professional,reactdevelopernanodegree.com,2023-09-07,2016-07-08,9/10/2016,pending
215,821,155,Azure Data Engineer Associate,oraclejavaprofessional.com,2023-08-06,2018-04-21,3/23/2019,Not Approved
216,133,521,Analyzing and Visualizing Data with Microsoft Power BI,oraclejavacertification.org,2024-01-27,2012-03-29,6/10/2012,Not Approved
217,217,784,Zend Certified PHP Engineer,oraclejavaprofessional.com,2023-04-27,2021-11-29,3/4/2022,Approved
218,311,513,React Certification,snowprocorecertification.net,2024-02-26,2016-10-31,7/13/2017,pending
219,831,477,Python Institute Certifications,graphicdesigncertifications.net,2023-07-28,2014-04-26,4/7/2015,Not Approved
220,563,911,React Certification,oraclejavacertification.org,2023-09-28,2018-11-21,3/24/2019,pending
221,474,454,PHP Certification,graphicdesigncertifications.net,2023-07-27,2015-03-20,6/4/2015,pending
222,298,693,Presentation Design Certification,pmpprofessionalcertification.net,2023-04-23,2015-04-24,8/23/2015,Approved
223,930,242,SnowPro Core Certification,professionalpresentationskills.org,2024-03-09,2013-03-23,12/20/2013,pending
224,598,713,Java SE Programmer,pmpprofessionalcertification.net,2023-10-21,2016-06-15,8/11/2016,Approved
225,219,555,Graphic Design Certifications,presentationdesigncertification.org,2023-11-11,2021-06-17,12/1/2021,Approved
226,668,188,SnowPro Core Certification,pythoninstitutecertifications.com,2023-09-29,2012-03-09,6/7/2012,pending
227,52,185,Java Certification (offered by Oracle),professionalpresentationskills.org,2023-04-23,2019-05-28,8/23/2019,pending
228,264,74,Snowflake Certified SnowPro,pmpprofessionalcertification.net,2023-10-12,2016-09-30,8/24/2017,Not Approved
229,881,802,Zend Certified PHP Engineer,pmpprofessionalcertification.net,2023-06-29,2018-07-10,12/11/2018,Approved
230,301,369,Toastmasters International Certifications Professional Presentation Skills,pmpprofessionalcertification.net,2023-09-12,2022-06-29,4/29/2023,Approved
231,610,688,SnowPro Core Certification,certifiedscrummaster.org,2023-06-01,2011-09-16,4/29/2012,pending
232,692,613,Python Institute Certifications,toastmastersinternationalcertifications.com,2023-11-09,2017-07-13,1/26/2018,Not Approved
233,185,717,Python Institute Certifications,powerbiexampractice.com,2023-11-29,2014-12-14,2/5/2015,Not Approved
234,216,860,SQL Developer Certification,sqldeveloper-certification.org,2023-08-28,2015-05-26,12/13/2015,Not Approved
235,267,121,Presentation Design Certification,powerbiexampractice.com,2023-11-02,2020-03-20,11/9/2020,pending
236,192,202,React Developer Nanodegree,graphicdesigncertifications.net,2023-09-17,2013-07-15,8/16/2013,Not Approved
237,714,132,Oracle Certified Professional,oraclejavacertification.org,2023-04-24,2023-09-09,1/6/2024,Not Approved
238,918,329,SnowPro Core Certification,presentationdesigncertification.org,2023-11-11,2019-08-19,6/24/2020,Approved
239,445,794,Snowflake Certified SnowPro,graphicdesigncertifications.net,2023-07-04,2016-05-01,8/14/2016,pending
240,71,594,Java SE Programmer,toastmastersinternationalcertifications.com,2024-03-21,2024-03-01,4/20/2024,Not Approved
241,425,340,Zend Certified PHP Engineer,reactdevelopernanodegree.com,2023-06-11,2014-07-17,4/26/2015,Approved
242,879,593,Oracle Certified Professional,oraclejavaprofessional.com,2023-12-30,2015-10-14,10/30/2015,Approved
243,410,353,Toastmasters International Certifications Professional Presentation Skills,presentationdesigncertification.org,2023-05-07,2023-05-31,9/12/2023,pending
244,506,395,Snowflake Certified SnowPro,pythoninstitutecertifications.com,2023-12-09,2020-09-22,8/25/2021,Approved
245,447,510,Python Institute Certifications,snowprocorecertification.net,2023-07-05,2024-03-19,5/31/2024,Approved
246,955,562,Zend Certified PHP Engineer,pythoninstitutecertifications.com,2024-04-02,2015-09-03,12/24/2015,Approved
247,543,923,Presentation Design Certification,powerbiexampractice.com,2024-02-16,2015-02-19,11/20/2015,Not Approved
